player_name,Nationality,Preferred Foot,Date of Birth,appearances_,sub_appearances,XA,pass_attempts,pass_accuracy,long_pass_attempts,long_pass_accuracy,Minutes Played,Duels Won,Total Tackles,Interceptions,Blocks,Red Cards,Yellow Cards,XG,Touches in the Opposition Box,Aerial Duels Won,Assists,Shots On Target Inside the Box,cross_attempts,cross_accuracy,dribble_attempts,dribble_accuracy,Fouls,Goals,Hit Woodwork,Offsides,Shots On Target Outside the Box,Corners Taken,Appearances,free_kick_attempts,free_kicks_scored,Passes,Own Goals,Penalties Taken,Goals Conceded,Clean Sheets,Saves Made,Penalties Faced,penalty_attempts,penalties_scored,penalties_saved,penalty_save_precentage
Mika Biereth,Denmark,Right,08/02/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philip Billing,Denmark,Left,11/06/1996,10,9,0.95,90,74,6,33,176,23,14,5,0,0,1,0.56,12,6,0,2,4,50,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yves Bissouma,Mali,Right,30/08/1996,28,12,0.63,846,89,43,47,1405,81,49,18,6,0,7,0.63,5,7,0,0,2,50,22,32,28,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leo Black,England,Right,09/02/2006,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harvey Blair,England,Right,14/09/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malachi Boateng,England,Right,05/07/2002,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oscar Bobb,Norway,Left,12/07/2003,3,3,0.02,15,87,0,0,14,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamare Bogarde,Netherlands,Right,05/01/2004,8,3,0.13,253,88,9,33,475,33,14,1,3,0,2,0.04,4,6,0,0,0,0,3,67,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bendegúz Bolla,Hungary,Right,22/11/1999,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy-Arnaud Boly,Cote d’Ivoire,Right,03/02/1991,6,5,0.0,70,79,14,36,146,12,6,3,2,0,1,0.07,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somto Boniface,England,Left,11/03/2006,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beau Booth,England,n/a,17/12/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ângelo,Brazil,Left,21/12/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruno Fernandes,Portugal,Right,08/09/1994,36,1,7.98,2020,82,265,61,3024,174,84,26,6,2,3,9.95,82,23,10,16,85,13,61,46,32,8,3,2,36,91,0,12,12,0,0,0,0,0,0,0,3,3,0,0
Willian,Brazil,Right,09/08/1988,10,8,0.71,189,89,9,78,253,6,4,1,0,0,0,0.28,7,1,0,0,8,38,5,20,1,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aidan Borland,Scotland,Left,25/04/2007,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Borto,United States,Right,06/11/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sven Botman,Netherlands,Left,12/01/2000,8,2,0.23,245,89,14,50,414,34,12,5,4,0,1,0.59,11,17,0,5,0,0,2,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarrod Bowen,England,Left,20/12/1996,0,0,6.47,700,79,25,76,2979,148,41,16,4,0,1,8.65,183,12,8,37,60,17,120,37,20,13,1,10,15,44,34,1,1,0,0,0,0,0,0,0,1,1,0,0
Josh Bowler,England,Left,05/03/1999,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conor Bradley,Northern Ireland,Right,09/07/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zak Bradshaw,England,Left,22/09/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameron Bragg,England,Right,10/04/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaden Braithwaite,England,Left,08/02/2008,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarrad Branthwaite,England,Left,27/06/2002,30,2,0.6,1184,83,188,45,2510,118,36,27,23,0,4,1.2,28,62,1,6,0,0,5,60,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sammy Braybrooke,England,Right,12/03/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Bree,England,Right,11/12/1997,17,4,0.7,533,86,29,38,1073,40,19,9,3,0,0,0.11,11,13,1,0,26,23,6,67,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Brereton,Chile,Right,18/04/1999,10,6,0.14,159,79,7,57,448,21,3,0,1,0,1,0.91,20,9,0,5,5,20,3,33,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan Brierley,England,n/a,23/11/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan Briggs,England,n/a,07/02/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spike Brits,England,Right,24/06/2007,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan Broadhead,Wales,Right,05/04/1998,18,11,1.08,217,82,7,43,696,40,9,4,1,0,1,1.73,23,1,0,7,0,0,32,53,4,2,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Broggio,England,Right,29/01/2007,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armando Broja,Albania,Right,10/09/2001,10,6,0.0,71,75,0,0,331,33,3,1,0,0,1,0.0,18,18,0,0,0,0,15,53,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Brooking,England,n/a,01/09/2002,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Brooks,Wales,Left,08/07/1997,29,20,2.02,348,82,16,81,949,50,14,5,2,0,3,2.52,41,7,0,9,33,18,31,35,11,2,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerard Buabo,England,n/a,24/05/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emiliano Buendía,Argentina,Right,25/12/1996,12,12,0.04,60,82,5,20,89,12,6,0,1,0,1,0.65,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Santiago Bueno,Uruguay,Right,09/11/1998,29,11,0.12,837,88,72,40,1682,81,41,15,21,0,2,0.43,7,35,0,0,0,0,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hugo Bueno,Spain,Left,18/09/2002,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yan Couto,Brazil,Right,03/06/2002,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Facundo Buonanotte,Argentina,Left,23/12/2004,31,17,2.27,515,80,35,49,1513,134,53,12,6,0,8,3.93,44,18,2,10,12,25,77,36,37,5,1,3,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameron Burgess,Australia,Left,21/10/1995,18,2,0.35,770,81,122,42,1540,65,17,14,15,0,0,1.13,24,44,2,5,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan Burn,England,Left,09/05/1992,0,0,1.09,1994,89,131,44,3330,200,39,27,25,0,11,1.96,52,148,1,9,0,0,4,75,34,1,0,5,0,0,37,0,0,0,2,0,0,0,0,0,0,0,0,0
Wes Burns,Wales,Right,23/11/1994,18,6,1.17,199,70,24,33,933,41,13,10,2,0,1,0.51,19,8,1,2,46,15,23,39,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradley Burrowes,England,n/a,04/03/2008,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mason Burstow,England,Right,04/08/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan Butler-Oyedeji,England,Right,04/01/2003,1,1,0.0,0,0,0,0,6,0,0,0,0,0,0,0.07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Butterfield,Scotland,Right,29/09/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nélson Semedo,Portugal,Right,16/11/1993,34,2,1.71,1091,82,105,34,2891,152,62,23,10,0,8,0.89,28,28,4,5,63,25,63,51,48,0,1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Killian Cahill,Ireland,Right,03/11/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moisés Caicedo,Ecuador,Right,02/11/2001,0,0,2.82,2153,90,152,63,3356,236,114,49,10,0,11,0.82,17,36,2,0,10,40,51,57,70,1,1,0,10,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Cairney,Scotland,Left,20/01/1991,25,22,1.16,606,93,21,81,615,42,13,4,1,1,3,0.77,18,5,0,0,11,36,9,56,8,2,0,0,5,8,0,2,2,0,0,0,0,0,0,0,0,0,0,0
Jens Cajuste,Sweden,Right,10/08/1999,30,5,0.74,732,86,49,49,1976,107,44,28,10,0,2,0.69,16,13,1,0,10,20,47,60,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riccardo Calafiori,Italy,Left,19/05/2002,19,8,0.71,479,88,21,71,984,64,27,9,6,0,4,0.86,33,22,1,3,11,18,12,75,16,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duje Caleta-Car,Croatia,Right,17/09/1996,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominic Calvert-Lewin,England,Right,16/03/1997,26,7,0.67,282,63,6,33,1613,127,9,7,2,0,2,6.75,96,86,1,23,6,17,23,43,27,3,1,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chem Campbell,Wales,Right,30/12/2002,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elijah Campbell,England,Left,02/08/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Cannon,Ireland,Right,28/12/2002,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedro Lima,Brazil,Right,01/07/2006,3,2,0.09,26,77,0,0,70,3,1,2,0,0,0,0.06,3,0,0,0,5,60,3,33,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Carson,England,Right,03/09/1985,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henry Cartwright,England,Right,11/12/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cesare Casadei,Italy,Right,10/01/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaelan Casey,England,Right,28/10/2004,1,1,0.0,0,0,0,0,1,1,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matty Cash,Poland,Right,07/08/1997,27,3,1.25,764,85,58,43,2077,115,56,23,8,0,7,0.49,43,20,1,0,40,13,35,54,27,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eiran Cashin,Ireland,Left,09/11/2001,2,2,0.0,27,85,3,33,19,2,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casemiro,Brazil,Right,23/02/1992,24,6,2.0,960,80,91,54,1497,141,83,14,10,0,5,1.83,43,39,0,7,20,40,6,50,20,1,1,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dante Cassanova,Jamaica,Right,21/06/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timothy Castagne,Belgium,Right,05/12/1995,24,7,0.55,786,83,61,39,1643,91,46,22,6,0,1,0.38,32,35,1,4,37,11,10,50,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Podence,Portugal,Right,21/10/1995,2,2,0.01,15,73,0,0,46,4,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leo Castledine,England,n/a,20/08/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
João Cancelo,Portugal,Right,27/05/1994,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trevoh Chalobah,England,Right,05/07/1999,25,2,0.29,1094,86,122,41,1974,106,31,29,12,0,3,0.79,26,45,1,0,10,10,11,73,19,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calum Chambers,England,Right,20/01/1995,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Chambers,England,Left,24/06/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conor Chaplin,England,Left,16/02/1997,22,12,0.62,306,75,20,40,854,29,15,4,1,0,2,1.52,18,3,1,6,9,22,8,50,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shea Charles,Northern Ireland,Right,05/11/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dylan Charlton,England,Left,02/07/2006,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federico Chiesa,Italy,Right,25/10/1997,6,5,0.16,28,93,0,0,104,3,1,0,0,0,0,0.34,4,0,0,0,0,0,0,0,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Chilwell,England,Left,21/12/1996,8,7,0.0,94,72,16,19,254,15,7,6,2,0,1,0.0,3,3,0,0,5,20,5,40,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tawanda Chirewa,Zimbabwe,Right,12/10/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leon Chiwome,England,n/a,10/01/2006,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samy Chouchane,Tunisia,Right,05/09/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hamza Choudhury,Bangladesh,Right,01/10/1997,4,3,0.2,76,89,3,33,130,4,1,5,2,0,0,0.0,3,0,0,0,5,20,4,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Christie,Scotland,Left,22/02/1995,29,2,2.99,999,82,121,45,2131,128,54,30,11,0,9,2.12,49,22,3,11,23,26,45,51,43,2,2,1,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carney Chukwuemeka,England,Right,20/10/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby Clark,England,Right,07/02/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry Clarke,England,Right,02/03/2001,7,3,0.09,208,82,29,48,378,17,5,4,4,1,1,0.08,2,10,0,0,0,0,2,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Clarke,England,Right,23/11/2000,32,20,1.21,370,79,21,48,1170,87,32,7,0,0,2,1.17,45,7,4,8,8,13,43,58,15,0,1,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brayden Clarke,Wales,n/a,03/07/2007,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathaniel Clyne,England,Right,05/04/1991,13,8,0.25,203,78,31,45,481,15,12,3,2,0,1,0.02,3,1,0,0,7,43,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conor Coady,England,Right,25/02/1993,22,3,0.52,1067,91,94,47,1713,29,13,13,24,0,3,0.43,8,13,0,0,0,0,2,50,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Séamus Coleman,Ireland,Right,11/10/1988,5,2,0.03,74,77,16,50,215,10,3,1,3,0,1,0.57,4,2,0,0,0,0,5,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan Collins,Ireland,Right,30/04/2001,0,0,1.58,1961,86,184,43,3420,194,40,34,57,0,5,2.5,71,119,3,6,8,25,11,55,29,2,0,6,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
Toby Collyer,England,Right,03/01/2004,6,6,0.39,90,82,3,67,175,20,12,2,1,0,0,0.17,3,3,0,0,0,0,2,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Levi Colwill,England,Left,26/02/2003,0,0,1.21,2595,90,202,43,3149,156,47,33,25,0,9,1.89,36,83,1,4,13,23,11,55,45,2,0,5,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis Cook,England,Right,03/02/1997,36,4,3.75,1378,82,135,47,2978,145,81,41,11,1,8,0.94,20,41,3,2,48,29,20,65,49,1,0,3,4,77,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Maxwel Cornet,Cote d’Ivoire,Right,27/09/1996,2,1,0.0,19,89,0,0,71,9,5,0,0,0,1,0.0,2,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murillo,Brazil,Left,04/07/2002,0,0,1.14,1420,80,287,42,3191,130,53,36,45,0,6,1.42,26,44,0,6,8,25,37,73,27,2,2,0,3,0,36,3,3,0,0,0,0,0,0,0,0,0,0,0
Vladimír Coufal,Czech Republic,Right,22/08/1992,22,11,1.0,473,82,41,24,1061,66,22,8,11,0,5,0.3,14,23,0,4,28,32,12,42,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Woyo Coulibaly,France,Left,26/05/1999,4,3,0.04,44,84,0,0,107,7,6,5,1,0,1,0.04,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philippe Coutinho,Brazil,Right,12/06/1992,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Cover,Jamaica,Right,25/09/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew Cox,England,Right,02/05/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amario Cozier-Duberry,England,Left,29/05/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tristan Crama,France,Right,08/11/2001,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy Crellin,England,Right,30/06/2000,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Cresswell,England,Left,15/12/1989,18,8,1.9,521,87,80,54,823,21,11,8,4,0,3,0.23,2,7,0,0,16,13,2,50,4,0,0,0,0,13,0,2,2,0,0,0,0,0,0,0,0,0,0,0
Marc Cucurella,Spain,Left,22/07/1998,36,3,2.39,1633,89,108,40,2989,141,67,28,16,1,8,2.8,76,32,1,8,31,16,13,31,37,5,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jorge Cuenca,Spain,Left,17/11/1999,8,4,0.01,170,84,17,24,350,16,6,2,4,0,0,0.02,1,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Cundle,England,Right,26/04/2002,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ted Curd,England,Right,14/02/2006,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Dacosta,Spain,n/a,05/03/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mahmoud Dahoud,Syria,Right,01/01/1996,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patson Daka,Zambia,Right,09/10/1998,23,17,0.08,138,74,5,60,721,50,19,1,1,0,0,1.25,30,12,0,7,0,0,13,15,15,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diogo Dalot,Portugal,Right,18/03/1999,33,2,2.46,1373,84,114,48,2813,142,68,37,9,0,5,2.03,71,38,3,9,66,18,49,55,40,0,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mikkel Damsgaard,Denmark,Right,03/07/2000,38,4,6.99,1368,78,124,49,2926,172,83,27,3,0,2,2.83,78,12,10,15,76,25,86,58,18,2,0,6,0,60,0,3,3,0,0,0,0,0,0,0,0,0,0,0
Arnaut Danjuma,Netherlands,Both,31/01/1997,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jayden Danns,England,Right,16/01/2006,1,1,0.01,0,0,0,0,10,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
